SqFt,address,age,bath,bedrooms,crime,description,features,floorplan,incm_restr,neighborhood,price,site 
,"Brooklyn, NY, 11226, (",12 days on Trulia,1 full Bathroom,1 Bedroom,High,"Newly renovated one bedroom! Located in an elevator building with a live-in super. Unit features include beautiful full sized stainless steel appliances, spacious kitchen cabinetry for storage, and ample closet space.Pet Friendly!Schedule your visit today!","Price: $2,100; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Newcastle Realty Services",,,Flatbush - Ditmas Park,"$2,100/mo",trulia
,"Brooklyn, NY, 11215, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"Be the first to live in this beautiful gut renovated 2 bedroom, 1 bath apartment in the heart of Park Slope. Your brand new kitchen is open to the living room and comes fully equipped with granite counters and stainless steel appliances, including a gas stove, microwave, and dishwasher. Plenty of space for a dining table and separate seating area. Oversized windows give way to tons of sunlight through out.Access to washer/dryer on site.Steps from the 2/3/4/5/B/Q train lines at Atlantic Terminal, various bus lines, near Forte Green Park, Prospect Park, Grand Army Plaza, restauran","Price: $3,450; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman; 800 sqft",,,Park Slope,"$3,450/mo",trulia
,"Brooklyn, NY, 11215, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"Be the first to live in this beautiful gut renovated 2 bedroom, 1 bath apartment in the heart of Park Slope. Your brand new kitchen is open to the living room and comes fully equipped with granite counters and stainless steel appliances, including a gas stove, microwave, and dishwasher. Plenty of space for a dining table and separate seating area. Oversized windows give way to tons of sunlight through out.Steps from the 2/3/4/5/B/Q train lines at Atlantic Terminal, various bus lines, near Forte Green Park, Prospect Park, Grand Army Plaza, restaurants, bars, cafes, shops, CITI bikes and much more.","Price: $3,250; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman; 900 sqft",,,Park Slope,"$3,250/mo",trulia
,"Brooklyn, NY, 11232, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,High,"Prime Sunset Park location by cool Industry City scene and Sunset Park! Airy and spacious floor through unit - 2BR plus Home Office - with fantastic natural light throughout, high ceilings, great pre-war details and newly finished oak floors. Spacious living room with oversize windows, gorgeous moldings and original tin ceilings. Nicely renovated windowed kitchen is open to the living room and good for entertaining. Brand new appliances including built-in microwave. Through the charming arched doorway is a dining room or can be an extension of the living room. Enormous king size master","Price: $2,700; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Douglas Elliman",,,Sunset Park,"$2,700/mo",trulia
,"Brooklyn, NY, 11217, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"Renovated Bright & Spacious 2 Bedroom on the top floor right in the heart of Boerum Hill. The stunning renovations include brand new hardwood maple floors, Split units for Air Conditioning in every room, recessed lighting, and updated electric. Two spacious King & Queen sized bedrooms on opposite ends of the apartment with plenty of closet space in each. There is a large living room with exposed brick, a den with built in shelving, and a separate spacious new kitchen fully equipped with ss appliances and granite counters. The modern bathroom has a nice linen closet. Other features inclu","Price: $3,800; 2 Bedrooms; 1 full Bathroom; Townhouse; Dishwasher; Washer; Dryer; Status: For Rent; Furnished; Neighborhood:; Zip:; Provided By:
                          Ideal Properties Group; 950 sqft",,,Boerum Hill,"$3,800/mo",trulia
,"Brooklyn, NY, 11216, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Low,"734 Nostrand Avenue TOP floor apartment in boutique building!It will be love at first sight. With ceilings over 13 ft high, new appliances, ductless air conditioning, European tilt windows, and a grand loft feel; you'll want to move in right away. Located in a beautifully gut-renovated pre-war building, this 800 square foot 1 bedroom is conveniently located 4 blocks from the 2, 3, 4 or 5 train , and 2 avenues away from the booming Franklin Ave. Available March 1st.Pets allowed.","Price: $2,400; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran; 800 sqft",,,Bedford - Stuyvesant,"$2,400/mo",trulia
,"Brooklyn, NY, 11237, (",12 days on Trulia,2 full Bathrooms,3 Bedrooms,High,"Stunning Condo-Quality 3-Bedroom/2-Bath with Yard Access and Laundry in Unit!   No Fee! Net rent advertised with free months. $3300 gross rent   This incredible apartment features a top of the line chef's quality kitchen featuring a suite of stainless steel appliances including dishwasher and microwave, massive open living area, three spacious bedrooms with built in closets and AC units, two full bathrooms, laundry in unit and so much more!","Price: $3,000; 3 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bold New York; Courtyard",,,Bushwick,"$3,000/mo",trulia
,"Brooklyn, NY, 11231, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"Large and sunny 2 bedroom / 1 bath available in Columbia Street Waterfront district on the Carroll Gardens border. The unit features fantastic natural light, bamboo floors, and a plethora of closet space. Brand new air conditioners have just been installed for the warmer months. The boutique building features an elevator, laundry room, virtual doorman and roof access! Pets upon approval. Heat and hot water included.A private & secured parking space is also available for an additional monthly cost.Ref:255532","Price: $2,750; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Highline Residential; Patio; Waterfront; Garden",,,Columbia Street Waterfront District,"$2,750/mo",trulia
,"Brooklyn, NY, 11216, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Beautiful sunny apartment in a quiet tree lined block. The unit features hardwood floors, exposed brick, large windows and much more. Steps away from the S/2/3/4/5 train lines, various bus lines, near Brooklyn Museum, Botanical Garden, Prospect Park, Grand Army Plaza, restaurants, bars, cafes, shops, CITI bikes and much more.","Price: $2,175; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          G-way Management",,,Bedford - Stuyvesant,"$2,175/mo",trulia
,"Brooklyn, NY, 11231, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Listing Id: ste-30721.7 This is a 1 Bedroom + Office in the Carroll Gardens area of Brooklyn. The Apartment Features Hardwood Floors, Ceiling Fan, and Exposed Brick. Includes Heat, and Hot Water. Ideal Carroll Gardens Location, on Beautiful Tree-lined Block. Just Steps to Carroll Garden Cafes, Bars and Local Shops. 14x14 Living Room 7x8.5 Office 11.5x10.5 Bedroom 20x2.5 Hall Listing Id: ste-30721.7","Price: $2,249; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Destination Real Estate; Garden",,,Carroll Gardens,"$2,249/mo",trulia
,"Brooklyn, NY, 11211, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"** Location: Union Avenue & WithersAlmost next to McCarren park this super chic & charming 1 bedroom is a true Brooklyn gem: exposed brick, high ceilings, brand new kitchen and private deck (get ready for spring barbecues!)** Big 1 bedroom: chic & charming! ** Exposed brick, high ceilings** Completely new kitchen with tons counter & cabinet space** Nice sized living room** Big front bedroom with oversized windowns** Dishwasher** Best of all? Large private deck!!** West of the BQE and near all the Bedford/North W'burg hotspots** Parks you s","Price: $2,700; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Deck; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Grand & Co.; Garden",,,Greenpoint,"$2,700/mo",trulia
,"Brooklyn, NY, 11238, (",12 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"Hardwood, High Ceiling, Open Kitchen, 6-Closets, Bay Windows, NO DOGS, Laundry In The Building, Good Sunlight, TOP(3RD) FLOOR, 2-Flight Walk Up, Near The Neighborhood Cafe's, Bars, Lounges, Entertainment, Restaurants, Super Market, Transportation: C/G TRAINSHEAT/HOT WATER: INC. EMAIL OR CALL FOR IMMEDIATE RESPONSEBROKER HAKEEM SHAHID","Price: $3,000; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats; Neighborhood:; Zip:; Provided By:
                          Hakeem Shahid, Lreb",,,Clinton Hill,"$3,000/mo",trulia
,"Brooklyn, NY, 11235, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,A brand new gut renovated spacious two bedroom just minutes away from the subway! Unit features beautiful light pine hardwood flooring and full sized stainless steel appliances. Be the first to live in this spectacular apartment!Pet Friendly.Live-In Super.No Fee.Schedule your visit today!,"Price: $2,200; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Newcastle Realty Services",,,Brighton Beach,"$2,200/mo",trulia
,"Brooklyn, NY, 11217, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Hardwood, High Ceilings, Dishwasher, Elevator, PETS OK, Laundry In The Building, 3-Closets, Great Natural Light, Near Fort Green Park, Neighborhood Cafe's, Bars, Lounges, Entertainment, Restaurants, Super Market, Subway Lines: 2,3,4,5,B,C,D,G,N,Q,R, Trains & LIRR.GAS/HEAT/HOT WATER: INC.CALL/EMAIL FOR IMMEDIATE RESPONSEBROKER HAKEEM SHAHID","Price: $3,200; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Hakeem Shahid, Lreb",,,Fort Greene,"$3,200/mo",trulia
,"Brooklyn, NY, 11213, (",12 days on Trulia,2 full Bathrooms,3 Bedrooms,High,"No broker fee!  Recently Renovated and Super Sunny 3 Bedroom in Crown Heights! A true 3 bedroom featuring a brand new kitchen with full size appliances including a dishwasher and microwave. Spacious living room can easily fit your couch, coffee table, entertainment center, and more! Washer/Dryer in apartment, windows in every room, hardwood floors throughout, and heat and hot water included.  Conveniently located 2 Block Away from Express 3/4/5 Trains, Fitness Center and Major Banks! Enjoy local favorites such as Basil Wine Bar, Alis Roti, Izzys BBQ smokehouse and many more!","Price: $2,200; 3 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bold New York",,,Crown Heights,"$2,200/mo",trulia
,"Brooklyn, NY, 11218, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Low,"NO BROKER'S FEE! Recently renovated 1 bedroom Apartment in Pre-War building with Laundry-Room and Courtyard. (please note that, the pictures shown are of a similar apartment included, so please make an appointment to see the actual apartment in person.) About the neighborhood: Kensington is quickly becoming one of the most appealing neighborhoods for those seeking that distinguished living experience for less than what you would pay in more expensive areas in Manhattan and Brooklyn. The express bus on Ocean Parkway at Church Avenue, can get to Wall Street in under 15 minutes and Midtown","Price: $1,690; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bold New York",,,Kensington & Parkville,"$1,690/mo",trulia
,"Brooklyn, NY, 11207, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Low,"Bushwicks newest boutique 8-unit new construction has hit the market at 691 Chauncey St! Inspired by renaissance interior design, every residence comes serviced with in-unit microwave, dishwashers, and huge floor-to-ceiling windows with southeast exposure for terrific natural light! Kitchens and bathrooms are finished with fine Carrera caesarstone and marble in the countertops and backsplashes, in addition to wide-cut oak flooring and high ceilings. And what unit wouldnt be complete without outdoor spaces?! Residents are accommodated with a communal 24-hour roof deck with skyline views,","Price: $1,790; Deposit:
                          $1,790; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats, Small dogs; Parking: off street; Floors: Hardwood; Neighborhood:; Zip:; Provided By:
                          Hotpads; Disabled Access",,,Bushwick,"$1,790/mo",trulia
,"Brooklyn, NY, 11230, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,+ PRIME LOCATION+ Newly Renovated Apartment+ Modern Kitchen with Breakfast Bar+ Huge Spacious Living Area+ King Size Bedroom+ Lots of Closet Space+ Modern Bathroom+ Good Streaming Sunlight+ Elevator Building+ Laundry in Building+ Doorman+ Contact to schedule a viewing at your convenience.,"Price: $1,699; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats; Neighborhood:; Zip:; Provided By:
                          Uptown Flats Llc; 800 sqft",,,Midwood,"$1,699/mo",trulia
,"Brooklyn, NY, 11230, (",12 days on Trulia,2 full Bathrooms,2 Bedrooms,Lowest,"Photos Coming! Welcome home to this 1400SF rarely available, spacious two bedroom, two bath top floor home. Renovated and pristine from top to bottom. Windowed eat in kitchen offers space and light, custom cabinets, stainless full size appliances including dishwasher, microwave, gas range and stove and white granite counter tops. Spectacular wide and long grand living room is east facing and filled with warmth and light! Full size dining room - perfect for entertaining. The king size master bedroom has two closets plus en suite full windowed renovated bath. Second bedroom has two exposu","Price: $2,500; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Status: For Rent; Pets Allowed:; Cats; Neighborhood:; Zip:; Provided By:
                          Corcoran; 1,400 sqft; Courtyard; Garden",,,Midwood,"$2,500/mo",trulia
,"Brooklyn, NY, 11216, (",12 days on Trulia,1 full Bathroom,1 Bedroom,High,"This 1 BR on the border of Crown Heights and Bed-Stuy has everything on your wish list and is only 20 minutes from Manhattan on the express train. The modern, open-plan loft has 623 sf of living space and a terrace with an additional 130 sf. The polished concrete floors and walls were built with insulated concrete forms that traps the heat in the winter to minimize your bills. The bedroom has its own PAX closet system to complement the apartment's other two built-in closets. The kitchen is modern, with butcher blocks for the counter and stainless steel appliances, including a dishwasher","Price: $2,400; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Pets Allowed:; Small dogs; Parking: garage attached; Neighborhood:; Zip:; Provided By:
                          Rahme Real Estate, Llc; Garden",,,Bedford - Stuyvesant,"$2,400/mo",trulia
,"Brooklyn, NY, 11212, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,*NEW ELEVATOR BUILDING with high-end finishes & garage parking** NO FEE *APARTMENT FEATURES:- BRIGHT living room with private balcony- Kitchen with all new stainless steel appliances- Central Heat- BIG closets in all rooms- Master Bedroom with private balcony- Southern and Northern Exposure Available- Nice bathroom with new tubBUILDING AMENITIES:- New Laundry Room- Garage Parking (depends on availability at time of application submission)- Bicycle storage- Lounge Area- Elevator- Virtual Doorman- Secure lobby,"Price: $2,250; 2 Bedrooms; 1 full Bathroom; Multi-Family; Deck; Status: For Rent; Parking: garage attached; Balcony; Neighborhood:; Zip:; Provided By:
                          Keller Williams Nyc",,,East Flatbush,"$2,250/mo",trulia
,"Brooklyn, NY, 11238, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"2 Bedroom in prime Prospect Heights!- Nicely sized bedrooms with great natural light- Amazing closet space throughout - Lovely kitchen with stainless steel appliances - Heat and hot water included- Roof access with gorgeous city views - One block from Eastern Parkway, Botanical Gardens, Public Library and Prospect Park - Close to the 2, 3, 4, 5 and B, Q trainsPlease contact Sam to schedule a showing!","Price: $2,675; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Urban Pads",,,Prospect Heights,"$2,675/mo",trulia
,"Brooklyn, NY, 11216, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Highest,"Beautiful 1 bedroom brownstone apartment on Dean Street in Crown Heights!- Stainless steel appliances- Two skylights - Central Ac and Heating- Grocery stores, cafes and restaurants all within walking distance!- No fee!Contact Sam to schedule a showing!","Price: $2,095; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Urban Pads",,,Bedford - Stuyvesant,"$2,095/mo",trulia
,"Brooklyn, NY, 11211, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"This is your chance to live in the hottest spot in Williamsburg  Located just two blocks to the famed Bedford Avenue with all its amazing restaurants,,night life and boutiques!!BEDFORD AVE L train just 3 blocks and same distance to the METROPOLITAN/UNION G train (Lorimer stop)DETAILS: (located on the 2nd floor)**2 Large Box Style Bedrooms (for ultimate privacy) Both are equal in size and fits a queens bed ++Each bedroom has windows and floor to ceiling closets**Hardwood flooring throughout (minus kitchen and bath)**Beautiful Galley Style kitch","Price: $2,699; 2 Bedrooms; 1 full Bathroom; Multi-Family; Washer; Dryer; Status: For Rent; Pets Allowed:; Cats; Neighborhood:; Zip:; Provided By:
                          Ferris Properties Corp.; 850 sqft",,,Greenpoint,"$2,699/mo",trulia
,"Brooklyn, NY, 11222, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"**Located in the Heart of Greenpoint !! This ultra sunny large apartment is just two blocks to the GreenpointAve G train! All the best restaurants and shopping is right outside your door! **5 minutes to the water taxi and just a few blocks to Franklin Avenues trendy restaurants, boutiquesand night life!McCarren Park at Bedford ave just 5 minutes away!!More Pictures to ComeApartment Details:Large Eat-in-Kitchen with amazing sunlight and a touch of old world charmExtra Large Living Room with fantastic closet space10'High Ceilings**Go","Price: $2,299; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats; Neighborhood:; Zip:; Provided By:
                          Ferris Properties Corp.; 1,000 sqft",,,Greenpoint,"$2,299/mo",trulia
,"Brooklyn, NY, 11204, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"This move in condition apartment is freshly painted new kitchen,tiled bathroom open concept living room and dining room,dish washer and two window A.C. and a beautiful balcony . Kitchen floor is tiled bed rooms and dining room hardwood floors.
                      Owner pays heat and hot water tenant responsible for cooking gas and electric","Price: $1,800; Deposit:
                          $1,800; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Floors: Hardwood; Balcony; Neighborhood:; Zip:",,,Mapleton,"$1,800/mo",trulia
,"Brooklyn, NY, 11218, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"NO BROKER'S FEE! Gorgeous 2bedroom Apartment with great sunlight in Newly constructed portion of the building with Elevator, Laundry-Room and Rooftop. (please note that, the pictures shown are of a similar apartment included, so please make an appointment to see the actual apartment in person.) About the neighborhood: Kensington is quickly becoming one of the most appealing neighborhoods for those seeking that distinguished living experience for less than what you would pay in more expensive areas in Manhattan and Brooklyn. The express bus on Ocean Parkway at Church Avenue, can get to W","Price: $2,250; 2 Bedrooms; 1 full Bathroom; Multi-Family; Dishwasher; Deck; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bold New York",,,Kensington & Parkville,"$2,250/mo",trulia
,"Brooklyn, NY, 11237, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Highest,GORGEOUS BRAND NEW APARTMENT IN PRIME EAST WILLIAMSBURG*WE NOW ACCEPT BITCOIN AS A FORM OF PAYMENT*Queen sized bedroom with full modern bathrooms!Large windows offer tons of natural sun light at all points in the day. Modern kitchen with plenty of counter and storage space.All new STAINLESS STEEL appliances including dishwasher! oversized bathroom offers maximum privacy for residents. Central AC/Heat throughout the apartment.Tons of closet space in the bedroom.Hardwood floors in the living-room and bedroom!There is an amazing Communal,"Price: $1,999; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Deck; Status: For Rent; Pets Allowed:; Small dogs; Neighborhood:; Zip:; Provided By:
                          Streeteasy",,,Bushwick,"$1,999/mo",trulia
,"Brooklyn, NY, 11223, (",12 days on Trulia,2 full Bathrooms,2 Bedrooms,Lowest,"NO BROKER'S FEE! Wonderful 2bed/2bath Apartment with Washer/Dryer, Dishwasher, Private Outdoor Space and Parking Included! About the area: This culturally rich community, with some of the most largest houses and most elaborate hedges and porches, is centered on two thoroughfares: Avenue T and Ocean Parkway. The latter, lined with trees and benches, is a popular place for an evening stroll. Gravesend is a short bus or train ride from the beach at Coney Island. It has several small parks with handball courts and paved baseball diamonds; McDonald Park, on McDonald Avenue near Avenue T, has","Price: $2,250; 2 Bedrooms; 2 full Bathrooms; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Bold New York",,,Gravesend,"$2,250/mo",trulia
,"Brooklyn, NY, 11217, (",12 days on Trulia,1 full Bathroom,3 Bedrooms,High,A large 3 bedroom with private backyardNicely renovated and steps from 2/3 or Barclays express trainsBy owner / No Fee,"Price: $3,900; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Sterling Group Developers; 1,000 sqft; Garden",,,Park Slope,"$3,900/mo",trulia
,"Brooklyn, NY, 11231, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"Carroll Gardens - Historic Henry Street.Spacious one-bedroom duplex on a tree-lined street. Open kitchen with granite counters stainless appliances, DW and microwave. Separate spacious dining area. Large open living room.Large master bedroom four steps up, separate and apart from the common living area, with large closet.The newly renovated bathroom has custom tile work and a marble sink-top.Washer Dryer in the unit.Convenient to everything this wonderful neighborhood has to offer.Trendy Court and Smith Streets restaurants, cafes and bars. Call us","Price: $2,500; 1 Bedroom; 1 full Bathroom; Multi-Family; Dishwasher; Washer; Dryer; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Brownstone Real Estate; Garden",,,Carroll Gardens,"$2,500/mo",trulia
,"Brooklyn, NY, 11229, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Low,"$1,795- ONE BEDROOM / ONE BATHROOM IN AN ELEVATOR BUILDING IN THE QUIET AND CLASSIC SHEEPSHEAD BAY NEIGHBORHOOD WITH GREAT EATERIES NEARBY: Naturally well-lit with 1 large bedroom with ample closet space and a spacious living room in a lively and vibrant community. Close to a wide variety of amenities to meet all your needs including restaurants such as J & V Pizzeria, East Ocean Buffett, Bagels N Greens, Carlos and Gabby's Mexican Restaurant, Sahara Turkish Restaurant, and much more. Supermarkets include NetCost Market, Food Universe Market, Goldberg's Supermarket, along with a shoppin","Price: $1,795; Deposit:
                          $1,795; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats; Floors: Hardwood; Neighborhood:; Zip:; 550 sqft",,,Sheepshead Bay,"$1,795/mo",trulia
,"Brooklyn, NY, 11229, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"This Single-Family Home for rent is located at 2054 East 15th Street, Brooklyn, NY.  2054 E 15th St is in the Sheepshead Bay neighborhood in Brooklyn, NY and in ZIP Code 11229.    2054 E 15th St has 2 beds, 1 bath, and approximately 800 square feet
                      1 year","Price: $1,500; Deposit:
                          $1,500; 2 Bedrooms; 1 full Bathroom; Single-Family Home; Status: For Rent; Floors: Hardwood; Neighborhood:; Zip:; 800 sqft",,,Sheepshead Bay,"$1,500/mo",trulia
,"Brooklyn, NY, 11214, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"Newly renovated 1st floor apartment of a 2-family home. Private entrance.2 bedrooms and renovated full bath, with a spacious living room, newly renovated kitchen and plenty of street parking.Safe and quiet neighborhood with access to the D train and plenty of shops and restaurants.Owners live upstairs so we are always available.Owner pays for heating and water. Tenant is responsible for electricity and cooking gas.Please NO smoking and NO pets.Looking to rent LONG TERM. Please do not contact if you are looking for temporary housing.*Applicants","Price: $1,600; Deposit:
                          $1,600; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Parking: off street; Neighborhood:; Zip:",,,Gravesend,"$1,600/mo",trulia
,"Brooklyn, NY, 11224, (",12 days on Trulia,"1 full, 1 partial Bathrooms",3 Bedrooms,Lowest,"This 3bedroom 1.5 bath has it own balcony with it own A/C and Heating
                      Tenant pays for all utilities. Has HOA","Price: $2,600; Deposit:
                          $2,600; 3 Bedrooms; 1 full, 1 partial Bathrooms; Multi-Family; Status: For Rent; Floors: Hardwood; Balcony; Neighborhood:; Zip:",,,Sea Gate,"$2,600/mo",trulia
,"Brooklyn, NY, 11215, (",12 days on Trulia,1 full Bathroom,3 Bedrooms,Low,"Just Launched February 1st. Close to F/G and R trains at 4th Ave and 9th street. 2nd Floor, 3rd Floor, and 4th Floor three bedrooms available.Shared Amenities: 5th story roof top with views of lower Manhattan and Statue of Liberty, laundry room in the basement, and exclusive tenants rates for Park Slope's newest gym Beast-NYC which is a stylish modern boutique gym on the ground floor with cold brew coffee and training gym with their grand opening mid November!Apartment details: 3 bedrooms with two spacious closets in each room and plenty of room for a queen o","Price: $5,000; 3 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran; 930 sqft",,,Park Slope,"$5,000/mo",trulia
,"Brooklyn, NY, 11215, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Low,"Just Launched!! February 1st move in. Close to F/G and R trains at 4th Ave and 9th street. 2nd Floor, 3rd Floor, and 4th Floor two bedrooms available.Shared Amenities: 5th story roof top with views of lower Manhattan and Statue of Liberty , laundry room in basement, and exclusive discounted rates for Park Slope's newest gym Beast-NYC which is a stylish modern boutique gym on the ground floor with cold brew coffee and training gym with their grand opening mid-November!Apartment details: Entry hallway has two coat closets and room for an entry table. There are 2 large","Price: $4,500; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Corcoran; 915 sqft",,,Park Slope,"$4,500/mo",trulia
,"Brooklyn, NY, 11236, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"Spacious 2 bedroom on 3rd floor of private house on Seaview Avenue now available. Close to B17, B42, B103, BM2. No pets allowed. Proof of income required. Will not last. Contact Me if interested","Price: $2,000; 2 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Floors: Hardwood; Neighborhood:; Zip:",,,Canarsie,"$2,000/mo",trulia
,"Brooklyn, NY, 11209, (",12 days on Trulia,1 full Bathroom,1 Bedroom,Lowest,"wowgreat extra large 1 bedroom in bayridge, brooklyn. apartment located on shore parkway with great scenic views of the verrazano bridge.park & nature lovers can take advantage of the wonderful views of the bay. apartment features: * large eat in kitchen w/ dishwasher*tons of natural sunlite*spacious living room* 1 bathrooms* king size bedroomnear the r train, minutes to the belt pkwy or the verrazano bridge, fast & easy commute to nyc & staten island.call/text jason at 347-229-4918 for showing.","Price: $1,800; 1 Bedroom; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats, Small dogs; Floors: Hardwood; Neighborhood:; Zip:; 800 sqft",,,Bay Ridge & Fort Hamilton,"$1,800/mo",trulia
,"Brooklyn, NY, 11223, (",12 days on Trulia,1 full Bathroom,4 Bedrooms,Lowest,nice apartment with lots of sunlight . landlord prefers a small family and maybe a small pet,"Price: $2,200; Deposit:
                          $2,200; 4 Bedrooms; 1 full Bathroom; Multi-Family; Status: For Rent; Pets Allowed:; Cats, Small dogs; Floors: Hardwood; Neighborhood:; Zip:",,,Gravesend,"$2,200/mo",trulia
,"Brooklyn, NY, 11204, (",12 days on Trulia,1 full Bathroom,2 Bedrooms,Lowest,"Housewalk inbeautiful2bdrm kingshardwood floorswindows in all roomnewly renovatedmarble counter topsnewbathrmnew kitchenbrand new constructionliving roomeat in kitchencleanspacioussunnyclosets in each roomsteps to transitwalking to transitshopping friendlybackyard bonusheat hot water gas includedserious clients only have w2,paystubstate id and a good credit linecall ask for peter at 6467782260(RLNE3857716)","Price: $1,700; 2 Bedrooms; 1 full Bathroom; Multi-Family; Refrigerator; Status: For Rent; Neighborhood:; Zip:; Provided By:
                          Pchang",,,Bensonhurst,"$1,700/mo",trulia
